5557,alter ego,Dr. Jekyll and Mr. Hyde,3
5557,alter ego,Spider-Man,2
5614,based on a play,Hamlet,5
5614,based on a play,Othello,2
5614,based on a play,Richard III,2
5614,based on a play,Romeo + Juliet,2
5614,based on a play,Sabrina,2
5614,based on a play,The Importance of Being Earnest,2
5748,police investigation,Insomnia,2
6231,kate beckinsale,Underworld: Evolution,2
6260,frank herbert,Dune,2
6324,divx1,King Kong,2
6388,uma thruman,Kill Bill: Vol. 2,2
6535,national film registry,Back to the Future,2
6535,national film registry,Ben-Hur,2
6535,national film registry,Road to Morocco,2
6535,national film registry,The Deer Hunter,2
6535,national film registry,The Women,2
6593,alaska,"Mystery, Alaska",2
6594,erics dvds,Alien³,2
6594,erics dvds,Die Hard,2
6594,erics dvds,"I, Robot",2
6594,erics dvds,Kill Bill: Vol. 2,2
6594,erics dvds,Spider-Man,2
6774,homage,Kill Bill: Vol. 2,2
6800,tumeys dvds,Alien³,2
6800,tumeys dvds,All the King's Men,2
6800,tumeys dvds,Ben-Hur,2
6800,tumeys dvds,Cape Fear,2
6800,tumeys dvds,Die Hard,2
6800,tumeys dvds,Invasion of the Body Snatchers,2
6800,tumeys dvds,Kill Bill: Vol. 2,2
6800,tumeys dvds,Psycho,2
6800,tumeys dvds,Shichinin no samurai,2
6800,tumeys dvds,The Lord of the Rings: The Return of the King,2
6814,author:dashiell hammett,The Maltese Falcon,2
6898,betamax,Blind Date,2
6898,betamax,Cat People,2
6898,betamax,Death Wish,2
6899,clv,Die Hard,2
6907,dvdram,Dr. Jekyll and Mr. Hyde,2
7021,michael madsen,Kill Bill: Vol. 2,2
7022,peter pan,Peter Pan,2
7026,my dvds,Kill Bill: Vol. 2,2
7050,to see,Eastern Promises,2
7050,to see,The Karate Kid,2
7408,adapted from:comic,Batman,2
7408,adapted from:comic,Punisher: War Zone,2
7408,adapted from:comic,Spider-Man,2
7669,author:jane austen,Pride & Prejudice,2
7704,animal:dog,The Shaggy Dog,2
7706,author:j r r tolkein,The Lord of the Rings: The Return of the King,2
7736,dc comics,Batman,2
7745,swashbuckler,Pirates of the Caribbean: The Curse of the Black Pearl,2
7745,swashbuckler,The Mask of Zorro,2
7745,swashbuckler,The Three Musketeers,3
7753,sword and sandal,Ben-Hur,2
7873,trains,Strangers on a Train,2
7974,pagan,The Wicker Man,2
7979,alyson hannigan,American Pie,2
8068,o vasilas,Kill Bill: Vol. 2,2
8288,tolkein,The Lord of the Rings: The Return of the King,2
8386,dynamic cgi action,Spider-Man,2
8466,summer camp,The Parent Trap,2
8481,twins,The Parent Trap,2
8843,giant robots,Transformers,2
8890,myth,The Lord of the Rings: The Return of the King,2
8891,visceral,Kill Bill: Vol. 2,2
8927,author:charles dickens,A Tale of Two Cities,2
8927,author:charles dickens,Great Expectations,2
8927,author:charles dickens,Oliver Twist,2
8929,sport:american football,The Longest Yard,2
8935,biting,Beyond the Valley of the Dolls,2
8994,remakeof:sabrina(1954),Sabrina,2
9002,playwright:shakespeare,Hamlet,5
9002,playwright:shakespeare,Othello,2
9002,playwright:shakespeare,Richard III,2
9002,playwright:shakespeare,Romeo + Juliet,2
9006,disambiguation:the mask,The Mask,2
9013,killerasprotagonist,Bangkok Dangerous,2
9013,killerasprotagonist,Get Carter,2
9013,killerasprotagonist,The Manchurian Candidate,2
9020,see also:psycho (1960),Psycho,2
9037,author:leo tolstoy,Anna Karenina,2
9041,author:frank herbert,Dune,2
9074,author:mark twain,The Adventures of Huck Finn,2
9096,remakeof:the longest yard (1974),The Longest Yard,2
9110,remakeof:101 dalmations (1961),One Hundred and One Dalmatians,2
9115,privacy,Charlie's Angels: Full Throttle,2
9124,remadeas:101 dalmations (1996),One Hundred and One Dalmatians,2
9135,disambiguation:crash (1996/2004),Crash,2
9201,disambiguation:ten,Enchanted,2
9222,setting:baltimore,Hairspray,2
9262,remakeof:the time machine(1960),The Time Machine,2
9289,author:e b white,Charlotte's Web,2
9298,adapted from:play,Hamlet,5
9298,adapted from:play,Othello,2
9298,adapted from:play,Richard III,2
9298,adapted from:play,Romeo + Juliet,2
9298,adapted from:play,The Importance of Being Earnest,2
9300,author:arthur conan doyle,The Hound of the Baskervilles,2
9320,remadeas:freaky friday(2003),Freaky Friday,2
9326,disambiguation:10,Enchanted,2
9348,revenge as motive,Get Carter,2
9360,adapted from:book series,Doctor Dolittle,2
9407,remakeof:get carter(1971),Get Carter,2
9417,remakeof:the manchurian candidate(1962),The Manchurian Candidate,2
9419,barnyard animals,Charlotte's Web,2
9446,food/cooking,Chocolat,2
9452,remakeof:hairspray(1988),Hairspray,2
9458,author:dr seuss,How the Grinch Stole Christmas,2
9470,remadeas:get carter(2000),Get Carter,2
9476,remakeof:psycho (1960),Psycho,2
9479,remadeas:sabrina(1995),Sabrina,2
9482,bechdel test:fail,Sleuth,2
9491,assassin shooting in auditorium,The Man Who Knew Too Much,2
9499,remakeof:freaky friday (1977),Freaky Friday,2
9516,private detective,Charlie's Angels: Full Throttle,2
9516,private detective,The Maltese Falcon,2
9536,remakeof:the longest yard (2005),The Longest Yard,2
9547,batman (series),Batman,2
9608,remadeas:the time machine(2002),The Time Machine,2
9664,inspector clouseau (series),The Pink Panther,2
9679,upstairsdownstairs,Sabrina,2
9681,subgenre:cop buddies,Lethal Weapon,2
9741,disambiguation:bangkok dangerous (2000/2008),Bangkok Dangerous,2
9797,author:victor hugo,The Hunchback of Notre Dame,2
9805,related:rio bravo(1958),Assault on Precinct 13,2
9827,see also:psycho (1998),Psycho,2
9834,author:h g wells,War of the Worlds,2
10199,charles dickens,Great Expectations,2
10199,charles dickens,Oliver Twist,3
10199,charles dickens,Scrooge,2
10228,dr seuss,How the Grinch Stole Christmas,2
10376,avi,The Jungle Book,2
10451,child as adult,Freaky Friday,2
10764,best comedy,American Pie,2
11326,author:ian fleming,Casino Royale,2
11382,classical studies,Ben-Hur,2
11763,bollocks,Alone in the Dark,2
11843,seven,Shichinin no samurai,2
11917,letters,Letters from Iwo Jima,2
12251,gardener,The Lord of the Rings: The Return of the King,2
12487,mentally impaired,Of Mice and Men,2
13139,jm barrie,Peter Pan,2
13147,eb white,Charlotte's Web,2
13151,john steinbeck,Of Mice and Men,2
13157,hg wells,The Time Machine,2
13157,hg wells,War of the Worlds,2
13165,ernest hemingway,Natural Born Killers,2
13879,evil twin,Invasion of the Body Snatchers,2
14181,(s)vcd,Spider-Man,2
14181,(s)vcd,The Jungle Book,2
14562,buy,Spider-Man,2
15870,danny trejo,Spy Kids 2: Island of Lost Dreams,2
15939,masaki kobayashi,Ningen no jôken,3
15941,menahem golan,Missing in Action 2: The Beginning,2
15942,tatsuya nakadai,Ningen no jôken,3
Execution Time: 212.400 ms
Execution Time: 197.219 ms
