Dumbo,1941,3.3
High Sierra,1941,0
All That Money Can Buy,1941,0
Pot o' Gold,1941,0
The Blood of Jesus,1941,0
Shadow of the Thin Man,1941,0
The Big Store,1941,0
Here Comes Mr. Jordan,1941,0
Road to Zanzibar,1941,0
You'll Never Get Rich,1941,0
They Died with Their Boots On,1941,0
49th Parallel,1941,0
Buck Privates,1941,0
Meet John Doe,1941,0
The Little Foxes,1941,0
La nuit fantastique,1942,
To Be or Not to Be,1942,4.2
To Be or Not to Be,1942,4.2
The Magnificent Ambersons,1942,4.1
Holiday Inn,1942,4
Casablanca,1942,4
The Major and the Minor,1942,4
The Palm Beach Story,1942,3.9
The Pride of the Yankees,1942,3.9
Mrs. Miniver,1942,3.9
The Man Who Came to Dinner,1942,3.9
Yankee Doodle Dandy,1942,3.8
The Talk of the Town,1942,3.8
My Sister Eileen,1942,3.7
I Married a Witch,1942,3.7
This Gun for Hire,1942,3.7
Saboteur,1942,3.6
Bambi,1942,3.4
In Old California,1942,0
Random Harvest,1942,0
Kings Row,1942,0
Across the Pacific,1942,0
For Me and My Gal,1942,0
The Ghost of Frankenstein,1942,0
Sherlock Holmes and the Voice of Terror,1942,0
The Spoilers,1942,0
Road to Morocco,1942,0
Wake Island,1942,0
In This Our Life,1942,0
"Now, Voyager",1942,0
Road to Morocco,1942,0
Flying Tigers,1942,0
Roxie Hart,1942,0
You Were Never Lovelier,1942,0
The Nazis Strike,1943,
Divide and Conquer,1943,
The Battle of Russia,1943,
Son of Dracula,1943,
The Life and Death of Colonel Blimp,1943,4.2
Vredens dag,1943,4.2
Le corbeau,1943,4
Shadow of a Doubt,1943,4
The More the Merrier,1943,3.9
Ossessione,1943,3.9
I Walked with a Zombie,1943,3.7
The Seventh Victim,1943,3.6
Lady of Burlesque,1943,3.2
The Song of Bernadette,1943,0
For Whom the Bell Tolls,1943,0
Cabin in the Sky,1943,0
Stage Door Canteen,1943,0
Sherlock Holmes in Washington,1943,0
Sherlock Holmes and the Secret Weapon,1943,0
Crash Dive,1943,0
Watch on the Rhine,1943,0
Holy Matrimony,1943,0
Sherlock Holmes Faces Death,1943,0
Frankenstein Meets the Wolf Man,1943,0
Hangmen Also Die!,1943,0
Destination Tokyo,1943,0
Prelude to War,1943,0
Heaven Can Wait,1943,0
The Ox-Bow Incident,1943,0
Heaven Can Wait,1943,0
The Battle of Britain,1943,0
Lassie Come Home,1943,0
Madame Curie,1943,0
Old Acquaintance,1943,0
Guadalcanal Diary,1943,0
December 7th,1943,0
Action in the North Atlantic,1943,0
Double Indemnity,1944,4.2
To Have and Have Not,1944,4.1
Ivan Groznyy,1944,4.1
Arsenic and Old Lace,1944,4
Gaslight,1944,4
The Miracle of Morgan's Creek,1944,3.9
Going My Way,1944,3.8
Lifeboat,1944,3.8
Hets,1944,3.8
Meet Me in St. Louis,1944,3.8
The Three Caballeros,1944,3.3
Thirty Seconds Over Tokyo,1944,0
National Velvet,1944,0
Ministry of Fear,1944,0
House of Frankenstein,1944,0
The Curse of the Cat People,1944,0
I'll Be Seeing You,1944,0
The Memphis Belle: A Story of a Flying Fortress,1944,0
Laura,1944,0
The Mummy's Curse,1944,0
The Mask of Dimitrios,1944,0
The Fighting Seabees,1944,0
Mr. Skeffington,1944,0
I bambini ci guardano,1944,0
Cover Girl,1944,0
Since You Went Away,1944,0
The Mummy's Ghost,1944,0
The Return of the Vampire,1944,0
"Murder, My Sweet",1944,0
Bluebeard,1944,0
Passage to Marseille,1944,0
Dragon Seed,1944,0
Les enfants du paradis,1945,4.4
"Roma, città aperta",1945,4.2
Brief Encounter,1945,4.2
Mildred Pierce,1945,4.1
The Lost Weekend,1945,4
Spellbound,1945,3.8
Les dames du Bois de Boulogne,1945,3.8
Leave Her to Heaven,1945,3.8
Spellbound,1945,3.8
Detour,1945,3.7
The Bells of St. Mary's,1945,3.7
Story of G.I. Joe,1945,3.5
House of Dracula,1945,3.1
They Were Expendable,1945,0
And Then There Were None,1945,0
The Spiral Staircase,1945,0
Dead of Night,1945,0
State Fair,1945,0
Scarlet Street,1945,0
Back to Bataan,1945,0
Blood on the Sun,1945,0
The Picture of Dorian Gray,1945,0
"Objective, Burma!",1945,0
Son of Lassie,1945,0
Anchors Aweigh,1945,0
'I Know Where I'm Going!',1945,0
The Wicked Lady,1945,0
The Woman in Green,1945,0
The Thin Man Goes Home,1945,0
Dakota,1945,0
A Walk in the Sun,1945,0
Along Came Jones,1945,0
A Matter of Life and Death,1946,4.4
The Best Years of Our Lives,1946,4.2
The Big Sleep,1946,4.1
The Big Sleep,1946,4.1
It's a Wonderful Life,1946,4
My Darling Clementine,1946,3.8
My Darling Clementine,1946,3.8
Green for Danger,1946,3.8
Song of the South,1946,3.6
The Strange Love of Martha Ivers,1946,3.5
Bedlam,1946,3.3
Make Mine Music,1946,3.1
A Night in Casablanca,1946,0
The Yearling,1946,0
Dressed to Kill,1946,0
Humoresque,1946,0
Night and Day,1946,0
La symphonie pastorale,1946,0
Angel on My Shoulder,1946,0
Road to Utopia,1946,0
Dressed to Kill,1946,0
Black Angel,1946,0
Undercurrent,1946,0
Terror by Night,1946,0
Gilda,1946,0
Duel in the Sun,1946,0
La belle et la bête,1946,0
The Harvey Girls,1946,0
The Jolson Story,1946,0
The Beast with Five Fingers,1946,0
Waga seishun ni kuinashi,1946,0
Out of the Past,1947,4.2
Black Narcissus,1947,4.1
Odd Man Out,1947,4
Monsieur Verdoux,1947,4
Body and Soul,1947,4
Nightmare Alley,1947,3.9
Quai des Orfèvres,1947,3.9
Gentleman's Agreement,1947,3.8
The Bishop's Wife,1947,3.8
The Bachelor and the Bobby-Soxer,1947,3.7
Subarashiki nichiyôbi,1947,3.7
Miracle on 34th Street,1947,3.5
Miracle on 34th Street,1947,3.5
Crossfire,1947,3.5
Fun & Fancy Free,1947,3.4
The Sin of Harold Diddlebock,1947,3.3
The Paradine Case,1947,3.2
Song of the Thin Man,1947,0
My Favorite Brunette,1947,0
Dark Passage,1947,0
13 Rue Madeleine,1947,0
It Had to Be You,1947,0
Railroaded!,1947,0
T-Men,1947,0
Dead Reckoning,1947,0
The Perils of Pauline,1947,0
Lured,1947,0
Life with Father,1947,0
Golden Earrings,1947,0
The Ghost and Mrs. Muir,1947,0
The Farmer's Daughter,1947,0
The Secret Life of Walter Mitty,1947,0
Angel and the Badman,1947,0
Road to Rio,1947,0
Yoru no onnatachi,1948,
Ladri di biciclette,1948,4.3
The Red Shoes,1948,4.2
The Treasure of the Sierra Madre,1948,4.1
Yoidore tenshi,1948,4
The Fallen Idol,1948,4
Rope,1948,4
I Remember Mama,1948,4
Unfaithfully Yours,1948,3.9
The Naked City,1948,3.8
Easter Parade,1948,3.8
Act of Violence,1948,3.8
Bud Abbott Lou Costello Meet Frankenstein,1948,3.8
A Foreign Affair,1948,3.7
Force of Evil,1948,3.7
A Foreign Affair,1948,3.7
"Sorry, Wrong Number",1948,3.6
Call Northside 777,1948,3.5
Louisiana Story,1948,3.4
Melody Time,1948,3.2
Mr. Blandings Builds His Dream House,1948,0
The Boy with Green Hair,1948,0
The Snake Pit,1948,0
The Big Clock,1948,0
Portrait of Jennie,1948,0
Johnny Belinda,1948,0
Red River,1948,0
The Paleface,1948,0
The Time of Your Life,1948,0
The Loves of Carmen,1948,0
He Walked by Night,1948,0
Wake of the Red Witch,1948,0
So Dear to My Heart,1948,0
Adventures of Don Juan,1948,0
Fort Apache,1948,0
Germania anno zero,1948,0
La terra trema: Episodio del mare,1948,0
Key Largo,1948,0
They Live by Night,1949,
The Lone Ranger,1949,
The Third Man,1949,4.3
Banshun,1949,4.3
Kind Hearts and Coronets,1949,4.3
White Heat,1949,4.2
Jour de fête,1949,4
Adam's Rib,1949,3.9
In the Good Old Summertime,1949,3.8
A Letter to Three Wives,1949,3.8
I Was a Male War Bride,1949,3.6
The Adventures of Ichabod and Mr. Toad,1949,3.4
Under Capricorn,1949,3
Africa Screams,1949,0
She Wore a Yellow Ribbon,1949,0
Twelve O'Clock High,1949,0
The Rocking Horse Winner,1949,0
The Inspector General,1949,0
The Reckless Moment,1949,0
Battleground,1949,0
Tokyo Joe,1949,0
Take Me Out to the Ball Game,1949,0
Shizukanaru kettô,1949,0
The Fountainhead,1949,0
The Set-Up,1949,0
"Abbott and Costello Meet the Killer, Boris Karloff",1949,0
Love Happy,1949,0
Sands of Iwo Jima,1949,0
Twelve O'Clock High,1949,0
On the Town,1949,0
Nora inu,1949,0
The Heiress,1949,0
Nora inu,1949,0
The Red Pony,1949,0
Los olvidados,1950,4.4
Sunset Blvd.,1950,4.3
Sunset Blvd.,1950,4.3
Orphée,1950,4.2
All About Eve,1950,4.2
In a Lonely Place,1950,4
"Francesco, giullare di Dio",1950,3.9
Born Yesterday,1950,3.9
Born Yesterday,1950,3.9
Deadly Is the Female,1950,3.8
Winchester '73,1950,3.8
Cyrano de Bergerac,1950,3.8
Les enfants terribles,1950,3.8
Where the Sidewalk Ends,1950,3.7
Luci del varietà,1950,3.6
Shûbun,1950,3.6
Cinderella,1950,3.5
Cinderella,1950,3.5
Panic in the Streets,1950,3.5
Stage Fright,1950,3.4
The Asphalt Jungle,1950,0
Rocketship X-M,1950,0
King Solomon's Mines,1950,0
Wagon Master,1950,0
At War with the Army,1950,0
Kim,1950,0
Rashômon,1950,0
King Solomon's Mines,1950,0
King Solomon's Mines,1950,0
Rio Grande,1950,0
Fancy Pants,1950,0
Destination Moon,1950,0
The Gunfighter,1950,0
Halls of Montezuma,1950,0
Champagne for Caesar,1950,0
Stromboli,1950,0
Der Untertan,1951,
I Can Get It for You Wholesale,1951,
The Browning Version,1951,4.3
Ace in the Hole,1951,4.2
Bakushû,1951,4.1
Journal d'un curé de campagne,1951,4.1
Strangers on a Train,1951,4
Strangers on a Train,1951,4
Bellissima,1951,4
A Place in the Sun,1951,3.9
A Streetcar Named Desire,1951,3.9
The Day the Earth Stood Still,1951,3.8
The Day the Earth Stood Still,1951,3.8
The African Queen,1951,3.8
An American in Paris,1951,3.7
The Thing from Another World,1951,3.6
When Worlds Collide,1951,3.4
Flying Leathernecks,1951,3.4
Scrooge,1951,3.3
Alice in Wonderland,1951,3.3
On Moonlight Bay,1951,0
People Will Talk,1951,0
David and Bathsheba,1951,0
Bullfighter and the Lady,1951,0
The Red Badge of Courage,1951,0
Royal Wedding,1951,0
Hakuchi,1951,0
Quo Vadis,1951,0
Abbott and Costello Meet the Invisible Man,1951,0
Angels in the Outfield,1951,0
Detective Story,1951,0
The Man in the White Suit,1951,0
Captain Horatio Hornblower R.N.,1951,0
Happy Go Lovely,1951,0
Go for Broke!,1951,0
Operation Pacific,1951,0
The Desert Fox: The Story of Rommel,1951,0
The Lavender Hill Mob,1951,0
Ikiru,1952,4.5
Umberto D.,1952,4.3
The Quiet Man,1952,4.1
High Noon,1952,3.9
Le carrosse d'or,1952,3.9
Singin' in the Rain,1952,3.9
Singin' in the Rain,1952,3.9
Singin' in the Rain,1952,3.9
The Bad and the Beautiful,1952,3.8
On Dangerous Ground,1952,3.8
Casque d'or,1952,3.7
Lo sceicco bianco,1952,3.6
Pat and Mike,1952,3.5
Macao,1952,3.4
Ruby Gentry,1952,3.1
The Prisoner of Zenda,1952,0
The Big Trees,1952,0
Hans Christian Andersen,1952,0
The Snows of Kilimanjaro,1952,0
Belles on Their Toes,1952,0
Don Camillo,1952,0
We're Not Married!,1952,0
The Narrow Margin,1952,0
Bend of the River,1952,0
The Greatest Show on Earth,1952,0
Don't Bother to Knock,1952,0
Jeux interdits,1952,0
Sudden Fear,1952,0
Limelight,1952,0
Kansas City Confidential,1952,0
What Price Glory,1952,0
Road to Bali,1952,0
Scaramouche,1952,0
The Stooge,1952,0
Ivanhoe,1952,0
"Come Back, Little Sheba",1952,0
The Crimson Pirate,1952,0
Saikaku ichidai onna,1952,0
Sommaren med Monika,1953,
Le retour de Don Camillo,1953,
Le salaire de la peur,1953,4.4
Tôkyô monogatari,1953,4.4
Ugetsu monogatari,1953,4.3
Madame de...,1953,4.3
Stalag 17,1953,4.2
Roman Holiday,1953,4.1
I vitelloni,1953,4.1
Les vacances de Monsieur Hulot,1953,4
Pickup on South Street,1953,4
Gycklarnas afton,1953,4
From Here to Eternity,1953,3.9
The Band Wagon,1953,3.8
The Naked Spur,1953,3.8
Shane,1953,3.7
Gentlemen Prefer Blondes,1953,3.7
I Confess,1953,3.6
I Confess,1953,3.6
Kiss Me Kate,1953,3.6
Beat the Devil,1953,3.3
It Came from Outer Space,1953,3.1
Glen or Glenda,1953,2.6
Stazione Termini,1953,0
The Bigamist,1953,0
Niagara,1953,0
Mogambo,1953,0
The Blue Gardenia,1953,0
Hondo,1953,0
"The Beast from 20,000 Fathoms",1953,0
Niagara,1953,0
The Desert Rats,1953,0
Project Moon Base,1953,0
Let's Do It Again,1953,0
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,0
The Cruel Sea,1953,0
How to Marry a Millionaire,1953,0
By the Light of the Silvery Moon,1953,0
Project Moon Base,1953,0
The Big Heat,1953,0
Calamity Jane,1953,0
Cat-Women of the Moon,1953,0
Invaders from Mars,1953,0
"The 5,000 Fingers of Dr. T.",1953,0
Arrowhead,1953,0
The Hitch-Hiker,1953,0
Attila,1954,
Shichinin no samurai,1954,4.5
Shichinin no samurai,1954,4.5
La strada,1954,4.3
Rear Window,1954,4.2
On the Waterfront,1954,4.2
Gojira,1954,4.1
Johnny Guitar,1954,4
Touchez pas au grisbi,1954,4
Carmen Jones,1954,3.9
Dial M for Murder,1954,3.9
Sabrina,1954,3.8
Sabrina,1954,3.8
The Caine Mutiny,1954,3.8
The Barefoot Contessa,1954,3.6
River of No Return,1954,3.4
Suddenly,1954,3.3
Creature from the Black Lagoon,1954,3.3
20000 Leagues Under the Sea,1954,3.2
The Last Time I Saw Paris,1954,3.1
Seven Brides for Seven Brothers,1954,0
Prince Valiant,1954,0
Prince Valiant,1954,0
Brigadoon,1954,0
Vera Cruz,1954,0
Devil Girl from Mars,1954,0
Demetrius and the Gladiators,1954,0
Miyamoto Musashi,1954,0
White Christmas,1954,0
Apache,1954,0
Ulisse,1954,0
The Far Country,1954,0
The Country Girl,1954,0
Sanshô dayû,1954,0
Cattle Queen of Montana,1954,0
The Purple Plain,1954,0
The High and the Mighty,1954,0
The Naked Jungle,1954,0
There's No Business Like Show Business,1954,0
Executive Suite,1954,0
The Glenn Miller Story,1954,0
Love Is a Many-Splendored Thing,1955,
Pather Panchali,1955,4.5
Ordet,1955,4.4
Du rififi chez les hommes,1955,4.3
The Night of the Hunter,1955,4.2
Les diaboliques,1955,4.1
East of Eden,1955,4
Kiss Me Deadly,1955,4
East of Eden,1955,4
Sommarnattens leende,1955,4
Bad Day at Black Rock,1955,3.9
Mr. Arkadin,1955,3.9
Bad Day at Black Rock,1955,3.9
Rebel Without a Cause,1955,3.9
Lola Montès,1955,3.8
The Man with the Golden Arm,1955,3.8
Summertime,1955,3.7
The Seven Year Itch,1955,3.6
Ikimono no kiroku,1955,3.6
The Trouble with Harry,1955,3.6
Lady and the Tramp,1955,3.5
The Big Combo,1955,3.5
The Court-Martial of Billy Mitchell,1955,3.5
Blackboard Jungle,1955,3.5
Picnic,1955,3.5
Oklahoma!,1955,3.4
Killer's Kiss,1955,3.3
The Long Gray Line,1955,0
The Court Jester,1955,0
It Came from Beneath the Sea,1955,0
The Big Knife,1955,0
Marcelino pan y vino,1955,0
Conquest of Space,1955,0
Bride of the Monster,1955,0
The Kentuckian,1955,0
Daddy Long Legs,1955,0
The Desperate Hours,1955,0
Tarantula,1955,0
The Desperate Hours,1955,0
Battle Cry,1955,0
Queen Bee,1955,0
All That Heaven Allows,1955,0
Tuntematon sotilas,1955,0
Abbott and Costello Meet the Mummy,1955,0
Zoku Miyamoto Musashi: Ichijôji no kettô,1955,0
The Rose Tattoo,1955,0
This Island Earth,1955,0
Mister Roberts,1955,0
Guys and Dolls,1955,0
The Man from Laramie,1955,0
To Catch a Thief,1955,0
The Dam Busters,1955,0
"Davy Crockett, King of the Wild Frontier",1955,0
Aparajito,1956,4.3
Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,4.3
Le ballon rouge,1956,4.2
The Searchers,1956,4
The Killing,1956,4
Bob le flambeur,1956,4
Somebody Up There Likes Me,1956,3.9
Giant,1956,3.9
Baby Doll,1956,3.9
Forbidden Planet,1956,3.8
High Society,1956,3.8
Written on the Wind,1956,3.8
The Ten Commandments,1956,3.6
"Godzilla, King of the Monsters!",1956,3.6
The King and I,1956,3.6
The Ten Commandments,1956,3.6
The King and I,1956,3.6
Invasion of the Body Snatchers,1956,3.6
Invasion of the Body Snatchers,1956,3.6
The Wrong Man,1956,3.6
Invasion of the Body Snatchers,1956,3.6
Invasion of the Body Snatchers,1956,3.6
War and Peace,1956,3.5
La mort en ce jardin,1956,3.4
Et Dieu... créa la femme,1956,3
Et Dieu... créa la femme,1956,3
Earth vs. the Flying Saucers,1956,0
Miyamoto Musashi kanketsuhen: kettô Ganryûjima,1956,0
Jubal,1956,0
The Harder They Fall,1956,0
Notre-Dame de Paris,1956,0
Friendly Persuasion,1956,0
The Mole People,1956,0
Lust for Life,1956,0
Bus Stop,1956,0
A Kiss Before Dying,1956,0
Love Me Tender,1956,0
The Bad Seed,1956,0
The Great Locomotive Chase,1956,0
The Man Who Knew Too Much,1956,0
The Eddy Duchin Story,1956,0
It Conquered the World,1956,0
Helen of Troy,1956,0
The Solid Gold Cadillac,1956,0
The Man in the Gray Flannel Suit,1956,0
The Man Who Knew Too Much,1956,0
The Benny Goodman Story,1956,0
Indestructible Man,1956,0
A Kiss Before Dying,1956,0
X: The Unknown,1956,0
The Rack,1956,0
While the City Sleeps,1956,0
The Real McCoys,1957,
Smultronstället,1957,4.4
Le notti di Cabiria,1957,4.4
Kumonosu-jô,1957,4.3
Det sjunde inseglet,1957,4.3
Letyat zhuravli,1957,4.2
A Face in the Crowd,1957,4.2
12 Angry Men,1957,4.1
12 Angry Men,1957,4.1
Sweet Smell of Success,1957,4.1
An Affair to Remember,1957,4
Donzoko,1957,3.9
The Bridge on the River Kwai,1957,3.9
Desk Set,1957,3.9
Love in the Afternoon,1957,3.8
The Incredible Shrinking Man,1957,3.7
Funny Face,1957,3.7
The Three Faces of Eve,1957,3.7
Old Yeller,1957,3.3
The Pride and the Passion,1957,3
Battle Hymn,1957,2.9
Gunfight at the O.K. Corral,1957,0
The Pajama Game,1957,0
Kuroi kawa,1957,0
Kronos,1957,0
Kanal,1957,0
Not of This Earth,1957,0
The River's Edge,1957,0
20 Million Miles to Earth,1957,0
Attack of the Crab Monsters,1957,0
